Name,Position,Rank 1,Rank 2,Rank 3,Rank 4,Rank 5,Rank 6,Rank 7,Rank 8,Rank 9,Rank 10
Fernando,MF,Lukas Lerager,Erick Pulgar,Étienne Capoue,Vicente Iborra,Wilfred Ndidi,Diadie Samassékou,Morgan Schneiderlin,Dani García,Okay Yokuşlu,Pape Gueye
Kévin Gameiro,FW,Roger Martí,Kasper Dolberg,Shon Weissman,Stefano Okaka,Dani Gómez,M'Bala Nzola,Moussa Koné,Willian José,Simeon Nwankwo,Krzysztof Piątek
Jorge Molina,FW,Andreas Cornelius,Habib Diallo,Álvaro Negredo,Fabian Klos,João Pedro,Maxi Gómez,Asier Villalibre,Willian José,Ludovic Ajorque,Goran Pandev
Nikola Vukčević,MF,Iván Marcone,Nemanja Gudelj,Fede San Emeterio,Jack Cork,Pedro Mosquera,Romaine Sawyers,Rodrigo Battaglia,Moussa Sissoko,Yan Brice Eteki,Dani García
Alberto Soro,AM,Renato Steffen,Antonio Puertas,Jonathan Ikone,Nathanael Mbuku,Martin Terrier,Theo Walcott,Pablo Fornals,Bobby Reid,Daniel James,Niclas Eliasson
Marco Asensio,AM,Diego Farias,Matteo Politano,Piotr Zieliński,Harvey Barnes,Mason Greenwood,Pedro Neto,Marcus Rashford,Josip Brekalo,Amine Gouiri,Hamed Junior Traorè
Dimitri Foulquier,FB,Aarón Martín,Carlos Neva,Antonio Barragán,George Baldock,Charlie Taylor,Rober Correa,Aihen Muñoz,Bastian Oczipka,Yuto Nagatomo,Mikel Balenziaga
Jordi Alba,FB,Raphaël Guerreiro,Ashley Young,Angeliño,Andrew Robertson,Federico Dimarco,Juan Cuadrado,Trent Alexander-Arnold,Robin Gosens,Bruno Peres,Leo Dubois
Oier Sanjurjo,MF,Mikel Vesga,Përparim Hetemaj,Marco Parolo,Nemanja Maksimović,Isaac Hayden,Sergio Álvarez,Okay Yokuşlu,Xavier Chavalerin,Lukas Lerager,Papakouli Diop
Šime Vrsaljko,FB,Hiroki Sakai,Joel Ward,Matt Targett,Charles Traore,Rafa Soares,Jérôme Hergault,Cédric Brunner,Juan Cruz Armada,Anderson Lucoqui,Damián Suárez
Rober Correa,FB,Matthew Lowton,Kingsley Ehizibue,Charlie Taylor,Nacho Vidal,Cédric Brunner,Ola Aina,Dimitri Foulquier,Enda Stevens,Federico Barba,Dennis Appiah
Adnan Januzaj,AM,Jack Grealish,Florian Thauvin,Leon Bailey,Angelo Fulgini,Dimitri Payet,Pedro Neto,Jadon Sancho,Moussa Diaby,Papu Gómez,Farid Boulaya
Sergio Postigo,CB,Eric Bailly,Jérémy Morel,Ivan Radovanović,Jeffrey Gouweleeuw,Jan Bednarek,Andrea Masiello,Wout Faes,Koray Günter,Julien Laporte,Jesús Vallejo
Gastón Silva,CB,Luiz Felipe,Sebastian Walukiewicz,Bram Nuytinck,Luca Marrone,Andrea Masiello,Simone Iacoponi,Makoto Hasebe,Dylan Bronn,Julien Laporte,Jack Stephens
Antonio Barragán,CB,Ștefan Radu,Alessandro Bastoni,Edoardo Goldaniga,Marco Friedl,Patric,Kevin Vogt,Ben White,Néstor Araujo,Francesco Acerbi,Martín Cáceres
Antonio Barragán,FB,Loris Benito,Riccardo Marchizza,Yuto Nagatomo,Dimitri Foulquier,Federico Barba,Bastian Oczipka,Hiroki Sakai,Carlos Neva,Vincent Manceau,Mikel Balenziaga
Pablo Piatti,AM,Kevin Molino,Jesús Medina,Hany Mukhtar,Brenden Aaronson,Cristian Pavón,Rodolfo Pizarro,Robin Lod,Yimmi Chará,Djordje Mihailovic,Sebastián Blanco
Dani Carvajal,FB,Renan Lodi,Benjamin Pavard,Reece James,Adrien Truffert,Sergio Reguilón,Giorgos Kiriakopoulos,Rogério,Layvin Kurzawa,Mário Rui,Hassane Kamara
Iñigo Córdoba,AM,Óscar Plano,Marc Cucurella,Renaud Ripart,Daniel Caligiuri,Allan Nyom,Niclas Eliasson,Édgar Méndez,Jean-Paul Boëtius,Josh Brownhill,Tete Morente
José Luis Morales,FW,Romain Hamouma,Danny Ings,Eldor Shomurodov,Alexandre Lacazette,Musa Barrow,Lucas Höler,Che Adams,Richarlison,Roger Martí,João Pedro
José Luis Morales,AM,Portu,João Pedro,Pierre-Emerick Aubameyang,Ferrán Torres,Roland Sallai,Robin Quaison,Kevin Volland,Stephy Mavididi,Gaëtan Laborde,Richarlison
Unai García,CB,Sebastiano Luperto,Fali,Jérémy Morel,Javi Sánchez,Alessandro Tuia,Dylan Bronn,Luca Ceppitelli,Jesús Vallejo,Pablo Insua,Rúben Vezo
Xabier Etxeita,CB,David García,Cala,Germán Sánchez,Sebastiaan Bornauw,Jamaal Lascelles,Angelo Ogbonna,Pedro Bigas,Germán Pezzella,Sebastien De Maio,John Egan
Diego González,CB,Rob Holding,Yordan Osorio,Manuel Gulde,Raphaël Varane,Wout Faes,Kevin Bonifazi,Ömer Toprak,Jeison Murillo,Daniel Congré,Çağlar Söyüncü
Darko Brašanac,MF,Saša Lukić,Morten Thorsby,Artur Ioniță,Karol Linetty,Nemanja Maksimović,Toma Bašić,Juraj Kucka,Grischa Prömel,Mikel Rico,Yangel Herrera
Pablo Insua,CB,Luca Marrone,Joakim Nilsson,Jorge Meré,Vladimir Golemić,Bruno González,Cheikhou Kouyaté,Julien Laporte,Stefan Savić,Dylan Bronn,Erick Cabaco
Raúl Albiol,CB,Victor Lindelöf,Stefan Savić,Duje Ćaleta-Car,Néstor Araujo,Kostas Manolas,Álvaro González,Raphaël Varane,Hugo Guillamón,Pablo Marí,Paul Baysse
Jon Guridi,MF,Abdoulaye Doucouré,Hicham Boudaoui,Bryan Dabo,Nahitan Nández,Edu Expósito,Suat Serdar,Mikel Rico,John McGinn,Yvan Neyou,Miha Zajc
Maxi Gómez,FW,Álvaro Negredo,Jorge Molina,Anthony Lozano,Jaime Mata,Nikola Kalinić,Borja Iglesias,Sebastian Andersson,Roberto Soldado,Kasper Dolberg,Habib Diallo
Joaquín,AM,Sergio Canales,Willian,Federico Bernardeschi,Jonathan Bamba,Martin Ødegaard,Piotr Zieliński,Antonio Candreva,Vincenzo Grifo,Denis Suárez,Suso
Lucas Olaza,FB,Sébastien Corchia,Nacho,Mihailo Ristić,Juan Miranda,Iago,Conor Townsend,Ola Aina,Rafa Soares,Matthew Lowton,Noah Katterbach
Jules Koundé,CB,Harry Maguire,Sergio Ramos,Niklas Süle,Benoît Mukinayi,Willi Orban,Nayef Aguerd,Marcel Halstenberg,Damien Da Silva,Axel Disasi,Matthias Ginter
Casemiro,MF,James Ward-Prowse,Aurélien Tchouaméni,Leandro Barreiro Martins,Marco Parolo,Ellyes Skhiri,Saúl Ñíguez,Dominik Kohr,Wataru Endo,Stuart Dallas,Pape Gueye
Luka Jović,FW,Andrea Petagna,Felipe Caicedo,Alexander Isak,Sehrou Guirassy,Nikola Kalinić,Willian José,João Félix,Dušan Vlahović,Jorge Molina,Jean-Philippe Mateta
Thomas Lemar,MF,Mason Mount,Rafinha,Nicolò Barella,Óliver Torres,Mateusz Klich,Lorenzo Pellegrini,Florian Wirtz,Marcos Llorente,Nadiem Amiri,Kerem Demirbay
Thomas Lemar,AM,Denis Suárez,Nathan Redmond,Alexis Saelemaekers,Mikkel Damsgaard,Andros Townsend,Eberechi Eze,Sofiane Diop,Alex Iwobi,Stuart Armstrong,Julian Brandt
Suso,AM,Angelo Fulgini,Martin Ødegaard,Sergio Canales,Iker Muniain,Piotr Zieliński,Jonathan Bamba,Diego Farias,Gonçalo Guedes,Ross Barkley,Marco Asensio
Clément Lenglet,CB,Aymeric Laporte,Igor Zubeldia,Milan Škriniar,Jean-Kevin Duverne,Kalidou Koulibaly,Nikola Maksimović,Aleksandar Dragović,Alessandro Bastoni,Manuel Akanji,Fabinho
Felipe,CB,Joakim Nilsson,Keven Schlotterbeck,Paulo Oliveira,Ciaran Clark,Aridane Hernández,David García,Luca Ceppitelli,Mattia Bani,Dara O'Shea,Ohis Felix Uduokhai
Facundo Roncaglia,FB,Martin Agirregabiria,Ximo Navarro,Joel Ward,Cédric Brunner,Theodor Gebre Selassie,Sébastien Corchia,Charalambos Lykogiannis,Matthew Lowton,Jérôme Hergault,Dan Burn
Lucas Torreira,MF,Harry Winks,Matteo Ricci,Maximilian Eggestein,Pape Gueye,Mohamed Elneny,Khéphren Thuram-Ulie,Thiago Mendes,Jaïro Riedewald,Mattéo Guendouzi,Tyler Adams
Thomas Partey,MF,Ismaël Bennacer,Fernandinho,Pierre Højbjerg,Oriol Romeu,Youssouf Fofana,Yves Bissouma,Marten de Roon,Boubacar Kamara,Leandro Paredes,Wataru Endo
Pau Torres,CB,Igor Zubeldia,David Luiz,Jean-Kevin Duverne,Aymeric Laporte,Álvaro González,John Stones,Stefan de Vrij,Damien Da Silva,Jérôme Boateng,Alessandro Bastoni
Yoshinori Mutō,FW,Oliver Burke,Sergi Guardiola,Anthony Lozano,Josh Sargent,Joelinton,Dani Gómez,Fabian Klos,Mama Samba Baldé,Boulaye Dia,Randal Kolo Muani
Jens Jønsson,MF,Yan Brice Eteki,Isaac Hayden,Tobias Strobl,José Mari,Tomás Pina Isla,Fede San Emeterio,Manuel Prietl,Marshall Munetsi,Rani Khedira,Jack Cork
Recio,MF,Roque Mesa,Saša Lukić,Karol Linetty,Toma Bašić,Valon Berisha,Răzvan Marin,Georginio Wijnaldum,Unai López,Jasmin Kurtić,Yvan Neyou
Yeremi Pino,AM,Gelson Martins,Ayoze Pérez,Mikkel Damsgaard,Sofiane Diop,Aitor Ruibal,Samu Castillejo,Mattia Zaccagni,Ludovic Blas,Lucas Ocampos,Nathan Redmond
Alberto Perea,AM,Andros Townsend,Alex Iwobi,Kike Barja,Dwight McNeil,Aitor Ruibal,Eberechi Eze,Stuart Armstrong,Kenedy,Mikkel Damsgaard,Takefusa Kubo
Koke,MF,Remo Freuler,Mahmoud Dahoud,Daniel Parejo,Kevin Kampl,Ismaël Bennacer,Youssouf Fofana,Mattéo Guendouzi,Óliver Torres,Dani Ceballos,Bruno Guimarães
Koke,AM,Manu Trigueros,Marc Cucurella,Josh Brownhill,Pablo Fornals,Moi Gómez,Miguel Almirón,Ridle Baku,Rubén Rochina,Denis Suárez,Daniel Caligiuri
Mario Hermoso,CB,Marc-Oliver Kempf,Facundo Medina,Manuel Akanji,Milan Škriniar,Dayot Upamecano,Jean-Kevin Duverne,Emre Can,Takehiro Tomiyasu,Rafael Tolói,David Alaba
Mario Hermoso,FB,Takehiro Tomiyasu,Fouad Chafik,Loris Benito,Danilo,Joël Veltman,Jérôme Hergault,Muzinga Ngonda,Ola Aina,José Ángel,Hiroki Sakai
Asier Villalibre,FW,Chris Wood,Florian Niederlechner,Callum Wilson,Habib Diallo,Rafa Mir,Kevin Lasagna,Jamie Vardy,Jean-Philippe Mateta,Fabio Quagliarella,Anthony Lozano
Óliver Torres,MF,Tanguy Ndombele,Nicolò Barella,Marco Verratti,Rafinha,Pedri,Remo Freuler,Koke,Joan Jordán,Dani Ceballos,Bruno Guimarães
Óliver Torres,AM,Denis Suárez,Alexis Saelemaekers,Moi Gómez,Manu Trigueros,Stuart Armstrong,Jean-Paul Boëtius,Alex Iwobi,Julian Brandt,Andros Townsend,Martin Ødegaard
Mauro Arambarri,MF,Yangel Herrera,Jaime Seoane,Baptiste Santamaria,Conor Gallagher,Xaver Schlager,Lucas Tousart,Nemanja Maksimović,Grischa Prömel,Danny Latza,Rubén Alcaraz
Sergiño Dest,FB,Achraf Hakimi,Lucas Vázquez,Bruno Peres,Davide Zappacosta,Yannick Carrasco,Ferland Mendy,Theo Hernández,Manuel Lazzari,Pol Lirola,Thomas Meunier
Iñigo Lekue,FB,Gabriele Zappa,Nacho,Javi Galán,Giuseppe Pezzella,Vincent Le Goff,Mitchell Dijks,Noah Katterbach,Andoni Gorosabel,Carlos Clerc,Ander Capa
Tobin Heath,AM,Ella Toone,Lauren James,Janine Beckie,Jordan Nobbs,Pernille Harder,Chloe Kelly,Lauren Hemp,Beth Mead,Fran Kirby,Vivianne Miedema
Dani Escriche,AM,Luis Rioja,Tete Morente,Antonio Puertas,Fabián Orellana,Nathanael Mbuku,Takashi Inui,Aitor Ruibal,Ritsu Doan,Ruben Loftus-Cheek,Rubén García
Moi Gómez,AM,Matteo Pessina,Bersant Celina,Jóhann Berg Guðmundsson,Takashi Inui,Miguel Almirón,Alex Iwobi,Ruben Loftus-Cheek,Nathanael Mbuku,Martin Ødegaard,Pablo Fornals
Sergio Busquets,MF,Kevin Kampl,Jorginho,Rodrigo Bentancur,João Moutinho,Ismaël Bennacer,Jordan Ferri,Boubakary Soumaré,Daniel Parejo,Djibril Sow,Dani Ceballos
Étienne Capoue,MF,Morgan Schneiderlin,Tom Davies,Dani García,Martín Zubimendi,Marten de Roon,Maxime Gonalons,Amadou Diawara,Harrison Reed,Didier Ibrahim Ndong,Omar Mascarell
Josan,FB,Thomas Delaine,Tariq Lamptey,Marius Wolf,Davide Zappacosta,Pol Lirola,Jérôme Roussillon,Silas Wamangituka,Rubén Peña,Ander Capa,Séamus Coleman
Josan,AM,Dwight McNeil,Luis Rioja,Tete Morente,Alex Iwobi,Allan Nyom,Jóhann Berg Guðmundsson,Daniel Caligiuri,Josh Brownhill,Marc Cucurella,Yunus Musah
Mariano,FW,Mattia Destro,Shon Weissman,Ángel Rodríguez,Borja Iglesias,Dani Gómez,Sebastian Andersson,Jay Rodriguez,Kasper Dolberg,Anthony Lozano,Luuk de Jong
Igor Zubeldia,CB,Jean-Kevin Duverne,Clément Lenglet,Francesco Acerbi,Pau Torres,Alessandro Bastoni,David Alaba,Jorge Pulido,Moussa Niakhate,Matthijs de Ligt,Antonio Rüdiger
Igor Zubeldia,MF,Nemanja Gudelj,Dani García,Fabinho,Vicente Iborra,Morgan Schneiderlin,Mohamed Elneny,Martín Zubimendi,Nemanja Radoja,Étienne Capoue,Pedro Mosquera
Rubén García,FW,Ondrej Duda,Josh Sargent,Joelinton,Junior Messias,Jordan Ayew,Lucas Höler,Lucas Pérez,David McGoldrick,Romain Hamouma,Fabian Klos
Rubén García,AM,Niclas Eliasson,Jean-Paul Boëtius,Marc Cucurella,Daniel Caligiuri,Remi Oudin,Jon Morcillo,Dwight McNeil,Óscar Plano,Allan Nyom,Antonio Puertas
Joseba Zaldúa,FB,Ryan Bertrand,Hiroki Sakai,Ben Davies,Matt Targett,Thomas Foket,Riccardo Marchizza,Mario Gaspar,Aihen Muñoz,Noah Katterbach,Aarón Martín
Pablo Maffeo,FB,Junior Sambia,Wilfried Singo,Tariq Lamptey,Adam Marušić,Arkadiusz Reca,Jérôme Roussillon,Pol Lirola,Pervis Estupiñán,José Luis Gayà,Giuseppe Pezzella
Unai Simón,GK,Alban Lafont,Jordi Masip,Jean-Louis Leca,Jordan Pickford,Łukasz Fabiański,Bartłomiej Drągowski,Marco Silvestri,Eiji Kawashima,Roberto,Pierluigi Gollini
Kenedy,AM,Ritsu Doan,Ruben Vargas,Luis Rioja,Niclas Eliasson,Óscar Plano,Tete Morente,Darwin Machís,Alberto Perea,Dwight McNeil,Aitor Ruibal
Luka Modrić,MF,David Silva,İlkay Gündoğan,Sergio Canales,Fabián Ruiz Peña,Florian Neuhaus,Miralem Pjanić,Nadiem Amiri,Bernardo Silva,Frenkie de Jong,Seko Fofana
Marcelo,FB,Lucas Vázquez,Leo Dubois,Juan Cuadrado,Yuri Berchiche,Thomas Meunier,Luke Shaw,Giovanni Di Lorenzo,Achraf Hakimi,Andrew Robertson,Rayan Aït Nouri
Javi Sánchez,CB,Issa Diop,Fali,Unai García,Federico Fernández,Jérémy Morel,Ben Godfrey,Jesús Vallejo,Sebastiaan Bornauw,Keven Schlotterbeck,Andrew Gravillon
Johan Mojica,FB,Alejandro Pozo Pozo,Anthony Caci,Fouad Chafik,Thomas Foket,Sofiane Alakouch,Noah Katterbach,Mitchell Dijks,Sacha Boey,Vincent Le Goff,Enda Stevens
José Campaña,MF,Nicolò Barella,Luka Modrić,Pascal Groß,David Silva,Nadiem Amiri,Paul Pogba,Kevin De Bruyne,Luis Alberto,Seko Fofana,Rodrigo De Paul
José Campaña,AM,Alex Iwobi,Rubén Rochina,Eberechi Eze,Denis Suárez,Joaquín,Stuart Armstrong,Alberto Perea,Manu Trigueros,Ridle Baku,Roberto Soriano
Takashi Inui,AM,Nathanael Mbuku,Luis Rioja,Yunus Musah,Salvi,Bobby Reid,Édgar Méndez,Jóhann Berg Guðmundsson,Moi Gómez,Fabián Orellana,Theo Walcott
Gerónimo Rulli,GK,Benjamin Lecomte,Ederson,Péter Gulácsi,Manuel Neuer,Antonio Mirante,Marc-André ter Stegen,Oliver Baumann,Álex Remiro,Samir Handanović,Wojciech Szczęsny
Joselu,FW,Steve Mounié,Oliver McBurnie,Jonathan Calleri,Raúl García,Fabian Klos,Kike,David McGoldrick,Sergi Enrich,Luuk de Jong,Sebastian Andersson
Toni Villa,AM,Ander Barrenetxea,Aitor Ruibal,Fabián Orellana,Ritsu Doan,Eric Junior Dina Ebimbe,Sofiane Diop,Stuart Armstrong,Nathanael Mbuku,Luiz Araújo,Mikkel Damsgaard
Álvaro Negredo,FW,Jorge Molina,Maxi Gómez,Habib Diallo,Anthony Lozano,Andreas Cornelius,Chris Wood,João Pedro,Darío Benedetto,Roger Martí,Florian Niederlechner
Paulo Gazzaniga,GK,Vicente Guaita,Paul Bernardoni,Fernando Pacheco,Matthieu Dreyer,Marco Silvestri,Martin Dúbravka,Łukasz Fabiański,Jessy Moulin,Karl Darlow,Roberto
Alfonso Pedraza,FB,Reece James,Pol Lirola,Pervis Estupiñán,Nahuel Molina,Ben Chilwell,Sergio Reguilón,Renan Lodi,Arkadiusz Reca,Ridle Baku,Layvin Kurzawa
Borja Mayoral,FW,Ciro Immobile,Robert Lewandowski,Terem Moffi,André Silva,Francesco Caputo,Kelechi Iheanacho,Luis Suárez,Burak Yılmaz,Jonathan David,Edinson Cavani
Idrissa Doumbia,MF,Moussa Sissoko,Raúl Guti,Nemanja Gudelj,Iván Marcone,Mohamed Elneny,Victorien Angban,Moreto Cassamã,Romaine Sawyers,Haris Belkebla,Amadou Diawara
Shinji Okazaki,FW,Shon Weissman,Kasper Dolberg,Stefano Okaka,Borja Iglesias,Moussa Koné,Dani Gómez,Sergi Guardiola,Mattia Destro,Krzysztof Piątek,Kévin Gameiro
Saidy Janko,FB,Kingsley Ehizibue,Aihen Muñoz,Rober Correa,Thierry Correia,Joel Ward,Theodor Gebre Selassie,Cédric Brunner,Enda Stevens,George Baldock,Carlos Clerc
Jonathan Calleri,FW,Kike,Enes Ünal,Sebastian Andersson,Steve Mounié,Joselu,Anthony Lozano,Mama Samba Baldé,Rafa Mir,Jay Rodriguez,Chris Wood
Pedro Bigas,CB,Germán Sánchez,David García,Óscar Duarte,Cala,Jamaal Lascelles,Xabier Etxeita,Erick Cabaco,Tyrone Mings,Ben Mee,Romain Thomas
Iñaki Williams,FW,Andreas Cornelius,Callum Wilson,Andrea Petagna,Randal Kolo Muani,Habib Diallo,Jamie Vardy,Goran Pandev,Jorge Molina,Lois Diony,Rodrigo Palacio
Iñaki Williams,AM,João Pedro,José Luis Morales,Gaëtan Laborde,Kevin Volland,Dodi Lukebakio,Jarrod Bowen,Pierre-Emerick Aubameyang,Yoane Wissa,Portu,Robin Quaison
Jeremías Ledesma,GK,Karl Darlow,Rune Jarstein,Jaume Doménech,Marco Silvestri,Robin Zentner,Andrés Fernández,Jasper Cillessen,Alexander Schwolow,Benoît Costil,Alessio Cragno
Juan Foyth,CB,Fabinho,Marco Friedl,Francesco Acerbi,Roger Ibanez,Vlad Chiricheș,Dayot Upamecano,Edmond Tapsoba,Tuta,Ștefan Radu,Marc-Oliver Kempf
Juan Foyth,FB,Reinildo Mandava,Wendell,Anthony Caci,Muzinga Ngonda,Aaron Wan-Bissaka,Takehiro Tomiyasu,Sofiane Alakouch,Luke Ayling,Fouad Chafik,Youssouf Sabaly
Juan Foyth,MF,Fabinho,Yves Bissouma,Renato Tapia,Étienne Capoue,Nemanja Matić,Martín Zubimendi,Christoph Kramer,Marten de Roon,Thomas Delaney,Boubacar Kamara
Carles Aleñá,MF,Jordan Veretout,Nadiem Amiri,Manu Trigueros,Antonín Barák,Lorenzo Pellegrini,John McGinn,Giacomo Bonaventura,Kerem Demirbay,Alexis Claude-Maurice,Youri Tielemans
Carles Aleñá,AM,Manu Trigueros,Antonín Barák,Nathanael Mbuku,Bersant Celina,Moi Gómez,Stuart Armstrong,Roberto Soriano,Roberto Torres,Ross Barkley,Rubén Rochina
Toni Kroos,MF,Joshua Kimmich,Miralem Pjanić,Fabián Ruiz Peña,Daniel Parejo,Luka Modrić,Nicolò Barella,Marcelo Brozović,Bernardo Silva,Rafinha,Curtis Jones
Coke,FB,Dan Burn,Ramy Bensebaini,Enda Stevens,Theodor Gebre Selassie,Joël Veltman,Mathías Olivera,Diogo Dalot,Mert Müldür,Hugo Mallo,Marvin Zeegelaar
Papu Gómez,MF,Houssem Aouar,Piotr Zieliński,David Silva,Nadiem Amiri,Sergio Canales,Rodrigo De Paul,Luis Alberto,Kevin De Bruyne,Bernardo Silva,İlkay Gündoğan
Papu Gómez,FW,Franck Ribéry,Amine Gouiri,Iago Aspas,João Félix,Ondrej Duda,Junior Messias,Lucas Pérez,Musa Barrow,Ángel Correa,Wilfried Zaha
Papu Gómez,AM,Piotr Zieliński,Jack Grealish,Lorenzo Insigne,Vincenzo Grifo,Dimitri Payet,Sergio Canales,Hakan Çalhanoğlu,James Rodríguez,Willian,Angelo Fulgini
Florian Lejeune,CB,Pape Abou Cisse,Willy Boly,Giangiacomo Magnani,Omar Colley,Joaquín Fernández,Sebastiaan Bornauw,James Tarkowski,Dimitris Siovas,Vitorino Hilton,Tosin Adarabioyo
José Mari,MF,Yan Brice Eteki,Jens Jønsson,Rani Khedira,Tomás Pina Isla,Rodrigo Battaglia,Fede San Emeterio,Jack Cork,Nemanja Gudelj,Isaac Hayden,Marshall Munetsi
Marc-André ter Stegen,GK,Ederson,Péter Gulácsi,Alisson,David Ospina,Manuel Neuer,Pau López,Roman Bürki,Gianluigi Donnarumma,Bernd Leno,Anthony Lopes
Andoni Gorosabel,FB,Caio Henrique Oliveira Silva,Timothy Castagne,Nacho,Mitchel Bakker,Gabriele Zappa,Vincent Le Goff,Ryan Bertrand,Ezgjan Alioski,Carlos Clerc,Miguel Trauco
Karim Benzema,FW,Cristiano Ronaldo,Kylian Mbappé,Ciro Immobile,Lionel Messi,Duván Zapata,Zlatan Ibrahimović,Joaquín Correa,Anthony Martial,Timo Werner,Memphis Depay
Vinicius Júnior,AM,Brahim Díaz,Gelson Martins,Christian Pulisic,Carles Pérez,Dejan Kulusevski,Leroy Sané,Ayoze Pérez,Samuel Chukwueze,Rodrygo,Lucas Ocampos
Ángel Montoro,MF,Carlos Soler,Jonjo Shelvey,Ashley Westwood,Maximilian Eggestein,Youri Tielemans,Jordan Veretout,James Ward-Prowse,Nahuel Estévez,Abdoulaye Touré,Răzvan Marin
Ángel Montoro,AM,Rubén García,Allan Nyom,Roberto Torres,Manu Trigueros,Jóhann Berg Guðmundsson,Ridle Baku,Dwight McNeil,Daniel Caligiuri,Rubén Rochina,Salvi
Cucho,FW,Sergi Guardiola,Joelinton,Jordan Ayew,David McGoldrick,Ondrej Duda,Junior Messias,Lucas Höler,Romain Hamouma,Josh Sargent,Jay Rodriguez
Cucho,AM,Takashi Inui,Bobby Reid,Antonio Puertas,Roland Sallai,Theo Walcott,Édgar Méndez,Nathanael Mbuku,Daniel James,Robin Quaison,Yoane Wissa
Fali,CB,Javi Sánchez,Sebastiano Luperto,Unai García,Jesús Vallejo,Issa Diop,Jérémy Morel,Keven Schlotterbeck,Cheikhou Kouyaté,Alessandro Tuia,Ben White
Fali,MF,Rani Khedira,Yan Brice Eteki,Fede San Emeterio,José Mari,Jack Cork,Sergio Álvarez,Jens Jønsson,Rodrigo Battaglia,Tomás Pina Isla,Dani García
Cristian Tello,AM,Gonçalo Guedes,Matheus Pereira,Rony Lopes,Jonathan Ikone,Jonathan Bamba,Josip Brekalo,Diego Farias,Roberto Soriano,Nathan Redmond,Daniel James
Kiko Olivas,CB,Loïck Landre,Jorge Pulido,Manuel Gulde,Luca Caldirola,Lewis Dunk,Axel Disasi,Leonardo Balerdi,Nikola Milenković,Dedryck Boyata,Ezri Konsa
Papakouli Diop,MF,Lucas Torró,Rani Khedira,Josh Brownhill,Nemanja Maksimović,Yannick Cahuzac,Lucas Tousart,Tomás Pina Isla,Jens Jønsson,Uroš Račić,Ibrahim Amadou
Daniel Parejo,MF,Marcelo Brozović,Kevin Kampl,Koke,Toni Kroos,Dani Ceballos,Joan Jordán,Răzvan Marin,Ismaël Bennacer,Óliver Torres,Youri Tielemans
Borja Iglesias,FW,Stefano Okaka,Kasper Dolberg,Simeon Nwankwo,Roberto Soldado,Shon Weissman,Luuk de Jong,Rafa Mir,Nikola Kalinić,Leonardo Pavoletti,Mattia Destro
Modibo Sagnan,CB,Axel Disasi,Nacho,Jannik Vestergaard,Antonio Rüdiger,Robin Le Normand,Damien Da Silva,Nayef Aguerd,Jorge Pulido,Matthijs de Ligt,Manuel Akanji
Francisco Trincão,AM,Ousmane Dembélé,Raheem Sterling,Riyad Mahrez,Phil Foden,Neymar,Sadio Mané,Mohamed Salah,Marcus Rashford,Mason Greenwood,Christian Pulisic
Martin Ødegaard,AM,Sergio Canales,Suso,Willian,Angelo Fulgini,Bersant Celina,David Ferreiro,Rony Lopes,Moi Gómez,Iker Muniain,Roberto Soriano
Quini,FB,Nacho Vidal,Isaac Carcelen,Kingsley Ehizibue,Thierry Correia,Sacha Boey,Charles Traore,Tyrick Mitchell,Alfonso Espino,Jérôme Hergault,Ximo Navarro
Tomáš Vaclík,GK,Dean Henderson,Edouard Mendy,Sergio Asenjo,Samir Handanović,Ederson,Roman Bürki,Mike Maignan,Yassine Bounou,Alex Meret,Marc-André ter Stegen
Bryan,AM,Ademola Lookman,Dejan Kulusevski,David Ferreiro,Nathan Redmond,Gelson Martins,Takefusa Kubo,Hamed Junior Traorè,Romain Faivre,Rony Lopes,Nicola Sansone
Óscar Plano,AM,Renaud Ripart,Marc Cucurella,Josh Brownhill,Allan Nyom,Jóhann Berg Guðmundsson,Bobby Reid,Niclas Eliasson,Édgar Méndez,Daniel Caligiuri,Luis Rioja
Roque Mesa,MF,Valon Berisha,Unai López,Gonzalo Villar,Nahitan Nández,John Fleck,Joan Jordán,Youssouf Fofana,John McGinn,Mahmoud Dahoud,Sandro Tonali
Iago Aspas,FW,Ángel Correa,Wissam Ben Yedder,Amine Gouiri,Musa Barrow,Alassane Pléa,Anthony Martial,Gerard Moreno,Ihlas Bebou,Joaquín Correa,Paulo Dybala
Chema,CB,Xabier Etxeita,Keven Schlotterbeck,Joakim Nilsson,Erick Cabaco,Bruno González,Felipe,David García,Aridane Hernández,Fali,Cheikhou Kouyaté
Jorge Miramón,FB,Mihailo Ristić,Bastian Oczipka,Youssouf Sabaly,Antonee Robinson,Aaron Wan-Bissaka,Maximilian Mittelstädt,Wendell,Sofiane Alakouch,Reinildo Mandava,Dennis Appiah
Jaume Costa,FB,Héctor Bellerín,Mario Gaspar,Mitchel Bakker,Oleksandr Zinchenko,Kieran Tierney,Mário Rui,Nacho Monreal,Matt Doherty,Riccardo Marchizza,Vladimír Coufal
Marcos Acuña,FB,Junior Sambia,Yuri Berchiche,Mário Rui,Ezgjan Alioski,Romain Perraud,Luke Shaw,Thomas Meunier,Zeki Çelik,Juan Cuadrado,Cédric Soares
Fernando Niño,FW,Mattia Destro,Lucas Alario,Jean-Philippe Mateta,Ante Budimir,Moussa Koné,Felipe Caicedo,Giovanni Simeone,Alexander Isak,Matěj Vydra,Olivier Giroud
