Date,Name,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Cmp,PassAtt,Cmp%,PassTotDist,PassPrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,Ast,xA,KP,PassFinThird,PPA,CrsPA,PassProg,SCA,PassLiveShot,PassDeadShot,DribShot,ShLSh,Fld,DefShot,GCA,PassLiveGoal,PassDeadGoal,DribGoal,ShGoal,FldGoal,DefGoal,Tkl,TklW,TacklesDef3rd,TacklesMid3rd,TacklesAtt3rd,DribTackled,DribContest,DribTackled%,Past,Press,SuccPress,SuccPress%,PressDef3rd,PressMid3rd,PressAtt3rd,Blocks,BlockSh,ShSv,Pass,Int,Tkl+Int,Clr,Err,Touches,Def Pen,TouchDef3rd,TouchMid3rd,TouchAtt3rd,AttPen,Live,Succ,Att,Succ%,#Pl,Megs,Carries,TotDist,PrgDist,ProgCarries,CarriesFinThird,CPA,Mis,Dis,Targ,Rec,Rec%,ProgPassRec,Gls,PK,PKatt,Sh,SoT,CrdY,CrdR,xG,npxG
2021-03-21,Marten de Roon,Matchweek 28,Away,W 2–0,Atalanta,Hellas Verona,Y,CM,90.0,23.0,31.0,74.2,504.0,221.0,7.0,8.0,87.5,10.0,14.0,71.4,5.0,7.0,71.4,0.0,0.0,1.0,4.0,0.0,0.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,1.0,1.0,100.0,0.0,15.0,6.0,40.0,6.0,7.0,2.0,0.0,0.0,0.0,0.0,3.0,5.0,11.0,0.0,48.0,2.0,16.0,31.0,3.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,15.0,76.0,33.0,2.0,1.0,0.0,0.0,1.0,16.0,16.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-03,Marten de Roon,Matchweek 29,Home,W 3–2,Atalanta,Udinese,Y,DM,90.0,62.0,72.0,86.1,1235.0,367.0,25.0,27.0,92.6,29.0,32.0,90.6,8.0,12.0,66.7,0.0,0.0,0.0,9.0,0.0,0.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,3.0,3.0,1.0,1.0,3.0,33.3,2.0,19.0,5.0,26.3,9.0,5.0,5.0,2.0,0.0,0.0,2.0,2.0,9.0,2.0,0.0,86.0,4.0,22.0,44.0,23.0,1.0,84.0,0.0,0.0,0.0,0.0,0.0,52.0,241.0,153.0,3.0,1.0,0.0,0.0,1.0,56.0,56.0,100.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.1,0.1
2021-04-11,Marten de Roon,Matchweek 30,Away,W 3–2,Atalanta,Fiorentina,Y,DM,90.0,59.0,62.0,95.2,1096.0,419.0,32.0,33.0,97.0,17.0,18.0,94.4,10.0,11.0,90.9,0.0,0.2,2.0,5.0,2.0,0.0,6.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,4.0,25.0,3.0,10.0,3.0,30.0,2.0,6.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,5.0,0.0,70.0,4.0,19.0,40.0,14.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,45.0,217.0,102.0,4.0,1.0,0.0,0.0,0.0,46.0,46.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-18,Marten de Roon,Matchweek 31,Home,W 1–0,Atalanta,Juventus,Y,DM,90.0,46.0,50.0,92.0,979.0,242.0,14.0,14.0,100.0,24.0,27.0,88.9,8.0,9.0,88.9,0.0,0.1,2.0,5.0,1.0,1.0,5.0,5.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,7.0,0.0,7.0,30.0,9.0,30.0,13.0,15.0,2.0,2.0,0.0,0.0,2.0,3.0,5.0,1.0,0.0,60.0,4.0,17.0,33.0,12.0,0.0,56.0,0.0,2.0,0.0,0.0,0.0,42.0,222.0,136.0,5.0,1.0,0.0,0.0,1.0,40.0,38.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-22,Marten de Roon,Matchweek 32,Away,D 1–1,Atalanta,Roma,Y,DM,90.0,28.0,32.0,87.5,451.0,146.0,15.0,16.0,93.8,11.0,13.0,84.6,2.0,3.0,66.7,0.0,0.1,2.0,2.0,1.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,24.0,7.0,29.2,6.0,15.0,3.0,1.0,0.0,0.0,1.0,2.0,3.0,5.0,0.0,41.0,3.0,20.0,15.0,6.0,0.0,39.0,1.0,1.0,100.0,1.0,0.0,21.0,70.0,28.0,2.0,0.0,0.0,0.0,0.0,17.0,16.0,94.1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-25,Marten de Roon,Matchweek 33,Home,W 5–0,Atalanta,Bologna,Y,DM,90.0,43.0,52.0,82.7,835.0,214.0,13.0,13.0,100.0,25.0,30.0,83.3,5.0,7.0,71.4,0.0,0.1,1.0,6.0,1.0,0.0,6.0,4.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,100.0,0.0,14.0,2.0,14.3,5.0,5.0,4.0,1.0,0.0,0.0,1.0,3.0,4.0,2.0,0.0,59.0,1.0,13.0,34.0,16.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,43.0,225.0,141.0,3.0,1.0,0.0,1.0,0.0,41.0,38.0,92.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-02,Marten de Roon,Matchweek 34,Away,D 1–1,Atalanta,Sassuolo,Y,DM,90.0,25.0,30.0,83.3,448.0,112.0,10.0,11.0,90.9,14.0,16.0,87.5,1.0,3.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,2.0,0.0,0.0,4.0,0.0,4.0,36.0,7.0,19.4,9.0,18.0,9.0,4.0,1.0,0.0,3.0,2.0,5.0,2.0,0.0,41.0,7.0,19.0,16.0,8.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,16.0,117.0,57.0,2.0,0.0,0.0,0.0,0.0,18.0,18.0,100.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2021-05-09,Marten de Roon,Matchweek 35,Away,W 5–2,Atalanta,Parma,Y,DM,90.0,56.0,66.0,84.8,966.0,298.0,29.0,32.0,90.6,22.0,25.0,88.0,5.0,8.0,62.5,0.0,0.3,1.0,4.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,21.0,5.0,23.8,8.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,74.0,5.0,23.0,47.0,11.0,0.0,72.0,0.0,1.0,0.0,0.0,0.0,59.0,360.0,188.0,9.0,2.0,0.0,0.0,0.0,53.0,52.0,98.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-12,Marten de Roon,Matchweek 36,Home,W 2–0,Atalanta,Benevento,Y,CM,90.0,81.0,88.0,92.0,1591.0,489.0,29.0,32.0,90.6,41.0,42.0,97.6,9.0,12.0,75.0,0.0,0.0,0.0,19.0,1.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,100.0,0.0,8.0,1.0,12.5,0.0,5.0,3.0,1.0,0.0,0.0,1.0,4.0,5.0,5.0,0.0,98.0,5.0,23.0,60.0,21.0,1.0,97.0,1.0,2.0,50.0,1.0,0.0,76.0,410.0,196.0,8.0,1.0,0.0,0.0,0.0,78.0,78.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2021-05-15,Marten de Roon,Matchweek 37,Away,W 4–3,Atalanta,Genoa,Y,DM,90.0,76.0,81.0,93.8,1587.0,465.0,24.0,26.0,92.3,41.0,43.0,95.3,11.0,11.0,100.0,0.0,0.0,0.0,9.0,1.0,0.0,9.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,2.0,3.0,2.0,3.0,5.0,60.0,2.0,30.0,14.0,46.7,8.0,15.0,7.0,1.0,0.0,0.0,1.0,2.0,9.0,0.0,0.0,88.0,1.0,7.0,74.0,14.0,0.0,84.0,1.0,1.0,100.0,1.0,1.0,68.0,342.0,196.0,10.0,4.0,0.0,1.0,0.0,66.0,64.0,97.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-23,Marten de Roon,Matchweek 38,Home,L 0–2,Atalanta,Milan,Y,DM,89.0,79.0,88.0,89.8,1856.0,356.0,23.0,26.0,88.5,35.0,36.0,97.2,20.0,23.0,87.0,0.0,0.0,0.0,12.0,0.0,0.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,1.0,3.0,1.0,3.0,4.0,75.0,1.0,21.0,11.0,52.4,2.0,16.0,3.0,1.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,94.0,2.0,18.0,68.0,19.0,1.0,90.0,0.0,0.0,0.0,0.0,0.0,74.0,431.0,210.0,9.0,1.0,0.0,1.0,0.0,74.0,70.0,94.6,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
2020-09-20,Emmanuel Rivière,Matchweek 1,Away,L 1–4,Crotone,Genoa,Y,FW,58,10,11,90.9,115,12,4,4,100.0,3,3,100.0,0,0,0,0,0.0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,28.6,2,3,2,0,0,0,0,0,0,0,0,18,0,1,10,8,1,17,0,1,0.0,0,0,13,32,5,0,0,0,1,0,24,15,62.5,8,1,0,0,3,2,0,0,0.5,0.5
2020-10-25,Emmanuel Rivière,Matchweek 5,Away,L 2–4,Crotone,Cagliari,N,FW,2,0,1,0.0,0,0,0,0,0,0,1,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,2,2,100.0,0,0,0,0,0,0,0,0,0.0,0.0
2020-11-21,Emmanuel Rivière,Matchweek 8,Home,L 0–2,Crotone,Lazio,N,CM,12,1,3,33.3,16,0,0,1,0.0,1,1,100.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,4,1,5,0,0,0,0,0,4,8,2,0,0,0,1,0,9,4,44.4,2,0,0,0,1,0,0,0,0.0,0.0
2020-12-12,Emmanuel Rivière,Matchweek 11,Home,W 4–1,Crotone,Spezia,N,FW,2,1,2,50.0,8,4,1,1,100.0,0,0,0,0,0,0,0,0.2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0.0,1,2,1,1,0,0,1,0,0,0,0,4,0,0,1,3,0,4,0,0,0,0,0,1,0,0,0,0,0,1,0,5,3,60.0,0,0,0,0,0,0,0,0,0.0,0.0
2020-12-15,Emmanuel Rivière,Matchweek 12,Away,D 0–0,Crotone,Udinese,Y,FW,54,9,9,100.0,150,18,5,5,100.0,3,3,100.0,1,1,100.0,0,0.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,16.7,0,5,1,0,0,0,0,0,0,0,0,15,1,2,11,3,0,15,0,0,0,0,0,13,32,3,0,0,0,4,0,20,12,60.0,4,0,0,0,0,0,0,0,0.0,0.0
2020-12-19,Emmanuel Rivière,Matchweek 13,Away,L 1–3,Crotone,Sampdoria,N,DM,21,4,4,100.0,37,6,3,3,100.0,1,1,100.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,25.0,0,1,3,0,0,0,0,0,0,0,0,5,0,0,3,2,1,5,0,0,0,0,0,4,12,1,0,0,0,1,0,11,5,45.5,3,0,0,0,0,0,0,0,0.0,0.0
2020-12-22,Emmanuel Rivière,Matchweek 14,Home,W 2–1,Crotone,Parma,Y,FW,58,9,13,69.2,95,22,8,10,80.0,1,3,33.3,0,0,0,0,0.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,2,0.0,2,10,2,20.0,0,4,6,0,0,0,0,0,1,0,0,21,0,2,15,5,1,21,0,1,0.0,0,0,17,52,12,0,0,0,2,1,37,18,48.6,4,0,0,0,1,0,0,0,0.0,0.0
2021-01-03,Emmanuel Rivière,Matchweek 15,Away,L 2–6,Crotone,Inter,Y,FW,61,11,14,78.6,110,2,10,11,90.9,0,1,0.0,0,0,0,0,0.0,0,0,0,0,0,2,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,11.1,1,5,3,0,0,0,0,0,0,0,0,17,0,3,8,6,3,17,0,0,0,0,0,11,63,1,0,0,0,1,0,27,14,51.9,5,0,0,0,1,0,0,0,0.2,0.2
2021-01-06,Emmanuel Rivière,Matchweek 16,Home,L 1–3,Crotone,Roma,N,DM,33,7,7,100.0,95,33,4,4,100.0,3,3,100.0,0,0,0,0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0.0,0,2,1,0,0,0,0,0,0,0,0,12,0,0,7,5,3,12,0,0,0,0,0,10,35,13,0,0,0,2,0,22,11,50.0,3,0,0,0,2,1,0,0,0.1,0.1
2021-01-10,Emmanuel Rivière,Matchweek 17,Away,L 1–2,Crotone,Hellas Verona,Y,FW,77,21,25,84.0,270,14,14,15,93.3,6,7,85.7,0,1,0.0,0,0.0,1,0,0,0,0,2,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,1,12.5,1,5,2,1,0,0,1,0,0,0,0,40,0,2,29,11,4,37,2,3,66.7,2,0,30,108,69,3,1,1,5,1,52,32,61.5,9,0,0,0,1,0,0,0,0.1,0.1
2021-01-17,Emmanuel Rivière,Matchweek 18,Home,W 4–1,Crotone,Benevento,Y,FW,69,13,18,72.2,262,56,5,7,71.4,5,7,71.4,2,2,100.0,1,0.3,1,0,1,0,2,2,2,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,2,40.0,2,3,0,1,0,0,1,0,1,0,0,27,0,2,20,8,2,27,0,0,0,0,0,21,123,88,4,3,0,2,4,37,23,62.2,6,0,0,0,0,0,0,0,0.0,0.0
2021-01-31,Emmanuel Rivière,Matchweek 20,Home,L 0–3,Crotone,Genoa,N,FW,35,8,12,66.7,98,7,6,8,75.0,2,4,50.0,0,0,0,0,0.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,2,0.0,2,8,1,12.5,3,4,1,1,1,0,0,1,2,0,0,15,1,2,8,5,0,15,0,0,0,0,0,9,36,4,0,0,0,0,0,21,11,52.4,4,0,0,0,0,0,0,0,0.0,0.0
2021-02-07,Emmanuel Rivière,Matchweek 21,Away,L 0–4,Crotone,Milan,N,FW,28,4,6,66.7,67,6,2,4,50.0,2,2,100.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,25.0,1,0,3,2,1,0,1,0,0,0,0,10,0,1,4,6,2,10,0,0,0,0,0,6,11,8,0,1,0,1,0,12,7,58.3,2,0,0,0,1,0,0,0,0.1,0.1
2021-02-14,Emmanuel Rivière,Matchweek 22,Home,L 1–2,Crotone,Sassuolo,N,FW,18,5,5,100.0,40,15,5,5,100.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,2,3,0,5,0,0,0,0,0,1,2,0,0,0,0,0,0,9,4,44.4,2,0,0,0,0,0,0,0,0.0,0.0
2021-02-22,Emmanuel Rivière,Matchweek 23,Away,L 0–3,Crotone,Juventus,N,LW,14,0,1,0.0,0,0,0,0,0,0,1,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,33.3,0,2,1,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,0,0,0,2,4,0,0,0,0,1,0,5,2,40.0,0,0,0,0,0,0,0,0,0.0,0.0
2021-03-03,Emmanuel Rivière,Matchweek 25,Away,L 1–5,Crotone,Atalanta,Y,LW,59,9,13,69.2,129,25,5,7,71.4,4,6,66.7,0,0,0,0,0.0,1,0,0,0,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0.0,1,16,3,18.8,4,8,4,0,0,0,0,1,2,0,0,17,0,1,12,5,1,17,0,0,0,0,0,9,48,29,1,1,0,1,0,26,11,42.3,3,0,0,0,1,0,1,0,0.1,0.1
2021-03-20,Emmanuel Rivière,Matchweek 28,Home,L 2–3,Crotone,Bologna,N,CB,5,0,1,0.0,0,0,0,0,0,0,1,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,1,3,0,0,0,0,0,1,0,0,0,0,0,2,0,4,3,75.0,1,0,0,0,0,0,0,0,0.0,0.0
2021-04-17,Emmanuel Rivière,Matchweek 31,Home,L 1–2,Crotone,Udinese,N,FW,9,0,2,0.0,0,0,0,1,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,1,0,0,0,0,0,1,1,0,0,5,0,0,2,4,2,5,0,1,0.0,0,0,1,0,0,0,0,0,0,0,3,1,33.3,1,0,0,0,0,0,0,0,0.0,0.0
2021-04-21,Emmanuel Rivière,Matchweek 32,Home,L 0–1,Crotone,Sampdoria,N,CB,2,1,1,100.0,27,21,0,0,0,1,1,100.0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,100.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,7,7,1,0,0,0,0,1,1,100.0,0,0,0,0,0,0,0,0,0.0,0.0
2021-05-01,Emmanuel Rivière,Matchweek 34,Home,L 0–2,Crotone,Inter,N,FW,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,37.5,0,2,6,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0.0,0,0,0,0,0,0,1,0,0.0,0.0
2021-05-09,Emmanuel Rivière,Matchweek 35,Away,L 0–5,Crotone,Roma,N,FW,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2020-09-30,Alexis Sánchez,Matchweek 1,Away,W 5–2,Inter,Benevento,Y,FW,90,45,57,78.9,686,121,26,32,81.3,15,18,83.3,3,5,60.0,1,0.1,2,2,3,0,4,6,5,0,0,1,0,0,2,2,0,0,0,0,0,2,1,1,1,0,0,0,0,0,16,5,31.3,3,6,7,1,0,0,1,1,3,1,0,73,1,4,38,39,7,70,2,3,66.7,2,0,58,274,134,10,6,2,1,3,68,62,91.2,14,0,0,0,3,2,0,0,0.5,0.5
2020-09-26,Alexis Sánchez,Matchweek 2,Home,W 4–3,Inter,Fiorentina,N,"AM,WB",13,9,12,75.0,226,96,3,4,75.0,3,4,75.0,3,3,100.0,0,0.1,1,1,2,0,2,2,2,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,3,1,33.3,0,2,1,0,0,0,0,0,1,0,0,14,0,1,9,7,1,14,0,1,0.0,0,0,12,75,36,3,1,0,0,0,12,12,100.0,1,0,0,0,0,0,0,0,0.0,0.0
2020-10-04,Alexis Sánchez,Matchweek 3,Away,D 1–1,Inter,Lazio,N,FW,12,8,8,100.0,154,38,5,5,100.0,1,1,100.0,2,2,100.0,0,0.0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,100.0,1,0,0,0,0,0,0,0,0,0,0,9,0,0,2,8,1,9,1,1,100.0,1,0,9,59,8,1,1,0,0,0,8,7,87.5,3,0,0,0,0,0,0,0,0.0,0.0
2020-10-17,Alexis Sánchez,Matchweek 4,Home,L 1–2,Inter,Milan,N,CM,8,4,6,66.7,57,24,1,2,50.0,2,3,66.7,0,0,0,0,0.1,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,100.0,0,1,0,0,0,0,0,0,0,0,0,7,0,0,3,4,3,7,0,0,0,0,0,5,38,1,0,0,0,1,0,8,6,75.0,1,0,0,0,0,0,0,0,0.0,0.0
2020-11-08,Alexis Sánchez,Matchweek 7,Away,D 1–1,Inter,Atalanta,Y,FW,73,23,30,76.7,351,64,10,13,76.9,10,13,76.9,1,2,50.0,0,0.1,1,2,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,15,3,20.0,3,8,4,3,0,0,3,0,0,0,0,46,0,4,28,19,6,43,3,5,60.0,3,0,30,127,31,3,1,0,6,3,41,33,80.5,6,0,0,0,0,0,0,0,0.0,0.0
2020-11-22,Alexis Sánchez,Matchweek 8,Home,W 4–2,Inter,Torino,Y,"FW,CM",85,25,33,75.8,492,129,11,13,84.6,9,12,75.0,5,7,71.4,1,1.4,5,1,1,0,1,7,3,3,1,0,0,0,2,1,0,1,0,0,0,1,0,0,1,0,0,1,0.0,1,20,2,10.0,1,5,14,1,0,0,1,0,1,0,0,43,0,2,13,28,5,39,3,5,60.0,3,1,33,70,19,1,0,0,2,0,47,34,72.3,14,1,0,0,2,1,0,0,0.5,0.5
2020-11-28,Alexis Sánchez,Matchweek 9,Away,W 3–0,Inter,Sassuolo,Y,FW,79,17,20,85.0,381,114,6,6,100.0,6,7,85.7,5,6,83.3,0,0.0,1,2,1,0,2,2,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,20,5,25.0,4,13,3,0,0,0,0,1,2,0,0,32,0,7,18,11,5,31,2,2,100.0,2,0,27,186,111,2,1,1,3,4,37,20,54.1,3,1,0,0,2,1,0,0,0.6,0.6
2020-12-05,Alexis Sánchez,Matchweek 10,Home,W 3–1,Inter,Bologna,Y,FW,89,37,46,80.4,726,167,18,22,81.8,10,12,83.3,9,12,75.0,0,0.2,1,6,1,0,3,5,3,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,13,2,15.4,2,9,2,0,0,0,0,1,2,0,0,62,0,8,23,35,3,55,1,4,25.0,1,0,45,223,73,6,2,0,3,2,52,42,80.8,11,0,0,0,3,1,0,0,0.3,0.3
2020-12-13,Alexis Sánchez,Matchweek 11,Away,W 3–1,Inter,Cagliari,Y,"FW,WB",90,35,41,85.4,712,154,10,14,71.4,13,13,100.0,9,11,81.8,0,0.3,3,6,1,0,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,3,41,11,26.8,1,18,22,1,1,0,0,1,1,0,0,49,0,4,26,24,6,49,2,2,100.0,2,0,41,174,51,5,0,1,0,1,58,37,63.8,14,0,0,0,3,2,0,0,0.5,0.5
2021-01-06,Alexis Sánchez,Matchweek 16,Away,L 1–2,Inter,Sampdoria,Y,"FW,RW",69,22,31,71.0,310,58,13,19,68.4,7,9,77.8,1,1,100.0,0,0.1,1,0,0,0,1,5,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,12.5,0,1,7,1,0,0,1,0,0,0,0,47,0,2,15,32,11,44,2,3,66.7,2,0,39,167,40,7,0,3,7,1,55,40,72.7,22,0,0,1,3,1,0,0,0.9,0.2
2021-01-17,Alexis Sánchez,Matchweek 18,Home,W 2–0,Inter,Juventus,N,FW,5,5,6,83.3,58,25,2,3,66.7,2,2,100.0,0,0,0,0,0.1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.0,1,1,0,0,0,0,0,0,0,0,0,9,0,1,3,6,0,8,0,0,0,0,0,7,36,8,1,0,0,1,0,6,6,100.0,3,0,0,0,0,0,0,0,0.0,0.0
2021-01-23,Alexis Sánchez,Matchweek 19,Away,D 0–0,Inter,Udinese,N,FW,21,12,14,85.7,179,66,7,7,100.0,4,5,80.0,1,1,100.0,0,0.1,2,3,2,0,4,3,2,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,2,50.0,1,2,0,0.0,0,0,2,0,0,0,0,0,1,0,0,18,0,1,9,8,0,18,1,1,100.0,1,0,11,41,11,1,0,0,1,0,17,16,94.1,4,0,0,0,0,0,0,0,0.0,0.0
2021-01-30,Alexis Sánchez,Matchweek 20,Home,W 4–0,Inter,Benevento,N,FW,17,6,7,85.7,108,20,3,3,100.0,2,2,100.0,1,1,100.0,1,0.3,1,0,1,0,1,2,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,1,0,0,0,0,0,0,0,0,0,8,0,0,0,8,4,8,0,0,0,0,0,6,36,14,2,0,1,0,1,11,8,72.7,3,0,0,0,0,0,0,0,0.0,0.0
2021-02-05,Alexis Sánchez,Matchweek 21,Away,W 2–0,Inter,Fiorentina,Y,FW,61,27,33,81.8,533,143,9,10,90.0,11,13,84.6,7,9,77.8,1,0.8,4,2,3,0,5,6,6,0,0,0,0,0,2,2,0,0,0,0,0,1,0,0,1,0,1,1,100.0,0,7,2,28.6,3,3,1,1,0,0,1,0,1,0,0,38,1,5,11,25,11,36,1,2,50.0,1,0,32,164,57,4,2,3,1,1,39,31,79.5,8,0,0,0,0,0,0,0,0.0,0.0
