Name,Position,Rank 1,Rank 2,Rank 3,Rank 4,Rank 5,Rank 6,Rank 7,Rank 8,Rank 9,Rank 10
Brahim Díaz,AM,Pedro,Vinicius Júnior,Carles Pérez,Mason Greenwood,Ludovic Blas,Steven Bergwijn,Diego Farias,Munir El Haddadi,Dejan Kulusevski,Luiz Araújo
Nehuén Paz,CB,John Egan,Romain Thomas,Óscar Duarte,Sebastien De Maio,Romain Saïss,Ohis Felix Uduokhai,Manuel Gulde,Omar Colley,Yunis Abdelhamid,Adama Soumaoro
Iago Falque,AM,Adnan Januzaj,Willian,Farid Boulaya,Jack Grealish,Pedro Neto,Angelo Fulgini,Nabil Fekir,Piotr Zieliński,Sergio Canales,Papu Gómez
Ciro Immobile,FW,Timo Werner,Karim Benzema,Robert Lewandowski,André Silva,Borja Mayoral,Kelechi Iheanacho,Cristiano Ronaldo,Kylian Mbappé,Wissam Ben Yedder,Edin Džeko
Andrea Favilli,FW,Kike,Luuk de Jong,Mama Samba Baldé,Felipe Caicedo,Arkadiusz Milik,M'Bala Nzola,Irvin Cardona,Sehrou Guirassy,Sergi Enrich,Florian Sotoca
Danilo D'Ambrosio,CB,Rafael Tolói,Gianluca Mancini,Niklas Süle,Bryan Cristante,Nacho,Sergio Ramos,Emre Can,Lukas Klostermann,Martin Hinteregger,Marvin Friedrich
Danilo D'Ambrosio,FB,Stuart Dallas,Matteo Darmian,Nacho Monreal,Peter Pekarík,Daniel Wass,Jens Stryger Larsen,Hans Hateboer,Marvin Zeegelaar,Ezgjan Alioski,Rubén Peña
Nicolas Viola,MF,Jonjo Shelvey,John McGinn,Ángel Montoro,Răzvan Marin,Carlos Soler,Luis Milla,Florent Mollet,Nahuel Estévez,Imran Louza,Ashley Westwood
Joaquín Correa,FW,Anthony Martial,Wissam Ben Yedder,Amine Gouiri,Roberto Firmino,Timo Werner,Paulo Dybala,João Félix,Alassane Pléa,Karim Benzema,Memphis Depay
Erick Pulgar,MF,Kalvin Phillips,Milan Badelj,Luka Milivojević,Maximilian Eggestein,Sandro Tonali,Fernando,Thomas Mangani,James Ward-Prowse,Miguel Veloso,Pasquale Schiattarella
Kevin Agudelo,AM,Ander Barrenetxea,Ritsu Doan,Aitor Ruibal,Mikkel Damsgaard,Eric Junior Dina Ebimbe,Yunus Musah,Daniel Caligiuri,Nathanael Mbuku,Theo Walcott,Antonio Puertas
Arthur Melo,MF,Maxime Lopez,Gonzalo Villar,Sofyan Amrabat,Khéphren Thuram-Ulie,Andrés Guardado,Axel Witsel,Steven Nzonzi,Mateo Kovačić,Granit Xhaka,Boubakary Soumaré
Ruslan Malinovskyi,FW,Paulo Dybala,Alexis Sánchez,Dries Mertens,Alassane Pléa,Luis Muriel,Musa Barrow,Kelechi Iheanacho,Roberto Firmino,Memphis Depay,Timo Werner
Ruslan Malinovskyi,AM,Neymar,Kingsley Coman,Ángel Di María,Riyad Mahrez,Lionel Messi,Bruno Fernandes,Leroy Sané,Jack Grealish,Jadon Sancho,James Maddison
Jordan Veretout,MF,Ivan Rakitić,Manu Trigueros,Fabián Ruiz Peña,Roberto Gagliardini,Marcel Sabitzer,Carlos Soler,Nadiem Amiri,Xeka,Sergio Canales,Florent Mollet
Lorenzo Pellegrini,MF,Mason Mount,Florian Wirtz,Kevin De Bruyne,Luis Alberto,Rodrigo De Paul,Houssem Aouar,Nadiem Amiri,Nolito,Piotr Zieliński,Alexis Claude-Maurice
Lorenzo Pellegrini,AM,Vincenzo Grifo,Jonas Hofmann,Mason Mount,Hakim Ziyech,Gaël Kakuta,Nicola Sansone,Dani Olmo,Romain Faivre,Hakan Çalhanoğlu,Hamed Junior Traorè
Karlo Letica,GK,Luigi Sepe,Vicente Guaita,Matthieu Dreyer,Salvatore Sirigu,Karl Darlow,Rune Jarstein,Martin Dúbravka,Jaume Doménech,Ralf Fährmann,Paul Bernardoni
Alessandro Buongiorno,CB,Luca Ceppitelli,Ivan Radovanović,Yordan Osorio,Daniel Congré,Vladimir Golemić,Cristián Zapata,Jonathan Panzo,Felipe,Bram Nuytinck,Matija Nastasić
Edoardo Goldaniga,CB,Lisandro Magallán,Martín Cáceres,Moussa Niakhate,Francesco Acerbi,Ismaël Traoré,Marco Friedl,Domenico Criscito,Chris Basham,Ben White,Ștefan Radu
Edoardo Goldaniga,FB,Martin Agirregabiria,Joel Ward,Matthew Lowton,Loris Benito,Federico Barba,Cédric Brunner,Ximo Navarro,Rober Correa,Mikel Balenziaga,Ola Aina
Amir Rrahmani,CB,Nikola Milenković,Willy Boly,Marvin Friedrich,Paweł Dawidowicz,Unai Núñez,Jerry St. Juste,Matthijs de Ligt,Berat Djimsiti,Jorge Pulido,Federico Ceccherini
Justin Kluivert,AM,Portu,José Luis Morales,Moses Simon,Pierre-Emerick Aubameyang,Ferrán Torres,Richarlison,Roland Sallai,Musa Barrow,Robin Quaison,João Pedro
Joaquín,AM,Sergio Canales,Willian,Martin Ødegaard,Federico Bernardeschi,Jonathan Bamba,Piotr Zieliński,Antonio Candreva,Vincenzo Grifo,Denis Suárez,Suso
Mattia Perin,GK,Thomas Strakosha,Salvatore Sirigu,Martin Dúbravka,Alexander Schwolow,Marco Silvestri,Álvaro Fernández,Jordi Masip,Édgar Badía,Andreas Luthe,Łukasz Fabiański
Lucas Leiva,MF,Marten de Roon,Morgan Schneiderlin,Maxime Gonalons,Thomas Delaney,Harrison Reed,Fabinho,Paul Lasne,Étienne Capoue,Boubacar Kamara,Pierre Højbjerg
Zlatan Ibrahimović,FW,Edin Džeko,Romelu Lukaku,Andy Delort,Karim Benzema,Harry Kane,Duván Zapata,Robert Lewandowski,André Silva,Cristiano Ronaldo,Kylian Mbappé
Yordan Osorio,CB,Jonathan Panzo,Lyanco,Kevin Bonifazi,Wout Faes,Fikayo Tomori,Wesley Hoedt,Ivan Radovanović,Robin Knoche,Jordan Torunarigha,Eric Bailly
Federico Fazio,CB,Antonio Rüdiger,Damien Da Silva,Aritz Elustondo,Axel Disasi,Matthijs de Ligt,Jean-Kevin Duverne,Çağlar Söyüncü,Thiago Silva,Nayef Aguerd,David Luiz
Sergej Milinković-Savić,MF,Mikel Merino,Nolito,Leon Goretzka,Antonín Barák,Jude Bellingham,Christoph Baumgartner,Lorenzo Pellegrini,Benjamin Bourigeaud,Paul Pogba,Mason Mount
Federico Peluso,CB,Aymeric Laporte,Rúben Dias,Giorgio Chiellini,Álvaro González,Pau Torres,John Stones,Alessandro Bastoni,Milan Škriniar,Thiago Silva,Leonardo Bonucci
Douglas Costa,AM,Jadon Sancho,Willian,Jack Grealish,Adnan Januzaj,Dejan Kulusevski,Suso,Sergio Canales,Angelo Fulgini,Dimitri Payet,Papu Gómez
Keita Baldé,FW,Ollie Watkins,Robert Lewandowski,Ciro Immobile,Moanes Dabour,Gianluca Lapadula,Borja Mayoral,Breel Embolo,Luis Suárez,Joaquín Correa,Neal Maupay
Darko Lazović,FB,Leonardo Spinazzola,Cristiano Biraghi,Angeliño,Ashley Young,Raphaël Guerreiro,Federico Dimarco,Jonathan Clauss,Trent Alexander-Arnold,Bruno Peres,Christian Günter
Amer Gojak,MF,Alexis Claude-Maurice,Giacomo Bonaventura,Piotr Zieliński,Seko Fofana,Houssem Aouar,Nadiem Amiri,Roberto Pereyra,Florent Mollet,Mikel Rico,Lorenzo Pellegrini
Alfred Duncan,MF,Maximilian Eggestein,Bryan Dabo,John McGinn,Yvan Neyou,Bryan Cristante,Cheick Doucouré,John Lundstram,Mattéo Guendouzi,Miha Zajc,Luis Milla
Luis Alberto,MF,Kevin De Bruyne,Rodrigo De Paul,Lorenzo Pellegrini,Houssem Aouar,Nadiem Amiri,Kerem Demirbay,David Silva,Sergio Canales,Mason Mount,Piotr Zieliński
Leonardo Bonucci,CB,Lewis Dunk,Rúben Dias,David Luiz,Milan Škriniar,Aïssa Mandi,Lukas Klostermann,Jorge Pulido,Matthijs de Ligt,Diego Carlos,John Stones
Ante Rebić,FW,Álvaro Morata,Ihlas Bebou,Gerard Moreno,Lautaro Martínez,Gabriel Jesus,Antoine Griezmann,Danny Ings,Alexis Sánchez,Wissam Ben Yedder,Ángel Correa
Ante Rebić,AM,Gaëtan Laborde,Son Heung-min,Kevin Volland,Ferrán Torres,Timo Werner,Antoine Griezmann,Ángel Correa,Tino Kadewere,Hirving Lozano,Portu
Andrea Ranocchia,CB,Robin Le Normand,Marquinhos,Gianluca Mancini,Ronald Araújo,Guillermo Maripán,Berat Djimsiti,Amir Rrahmani,Martin Hinteregger,Nathaniel Phillips,Willi Orban
Domenico Berardi,AM,Hakan Çalhanoğlu,Bruno Fernandes,Henrikh Mkhitaryan,Raphael Dias Belloli,Lorenzo Insigne,Dani Olmo,Lorenzo Pellegrini,Yannick Carrasco,Pablo Sarabia,Hakim Ziyech
Ștefan Radu,CB,Patric,Jonathan Gradit,Fabinho,Domenico Criscito,Marco Friedl,Alessandro Bastoni,Francesco Acerbi,Kevin Vogt,Dominique Heintz,Makoto Hasebe
Salvatore Molina,FB,Jérôme Roussillon,Giuseppe Pezzella,Gabriele Zappa,Cédric Soares,Pedro Pereira,Séamus Coleman,Yuri Berchiche,Junior Sambia,Pablo Maffeo,Marvin Zeegelaar
Salvatore Molina,MF,Maximilian Eggestein,Carlos Soler,Sander Berge,Miha Zajc,Alfred Duncan,John Fleck,John Lundstram,Adrien Tameze,Miguel Veloso,Abdoulaye Touré
Gianluca Caprari,FW,Musa Barrow,Amine Gouiri,Junior Messias,Romain Hamouma,Iago Aspas,Ondrej Duda,Franck Ribéry,Lucas Pérez,Wilfried Zaha,Ángel Correa
Gianluca Caprari,AM,Jarrod Bowen,Takefusa Kubo,Leandro Trossard,Mikel Oyarzabal,Pedro Neto,Darwin Machís,Bukayo Saka,Moussa Diaby,Matheus Pereira,Ademola Lookman
Claudio Terzi,CB,Marlon,Robin Knoche,Marin Pongračić,Jérôme Boateng,Jan Bednarek,Sergio Postigo,Andrea Masiello,Rúben Vezo,Wout Faes,Dominique Heintz
Tommaso Pobega,MF,Tomáš Souček,Rolando Mandragora,Morten Thorsby,Grischa Prömel,Giulio Maggiore,Leander Dendoncker,Brais Méndez,Davy Klaassen,Toma Bašić,Nemanja Maksimović
Lautaro Valenti,CB,Jonathan Panzo,Wout Faes,Senou Coulibaly,Yordan Osorio,Fikayo Tomori,Wesley Hoedt,Niklas Moisander,Robson Bambu,Steven Fortes,William Saliba
Gary Medel,MF,Dani García,Iván Marcone,Christoph Kramer,Nemanja Radoja,Nemanja Gudelj,Pedro Mosquera,Morgan Schneiderlin,Étienne Capoue,Didier Ibrahim Ndong,Harrison Reed
Fabio Pisacane,CB,Luca Marrone,Conor Coady,Pedro Mendes,Daniel Congré,Unai García,Sebastian Walukiewicz,Jason Denayer,Bram Nuytinck,Kevin Bonifazi,Ivan Radovanović
Hamed Junior Traorè,AM,Nicola Sansone,Álex Berenguer,Luiz Araújo,Josip Brekalo,Romain Faivre,Enis Bardhi,Lucas Moura,Sofiane Diop,Yannick Carrasco,Lorenzo Pellegrini
Eldor Shomurodov,FW,Josh Sargent,Santi Mina,Joelinton,Lucas Höler,Krzysztof Piątek,Sergi Enrich,Jay Rodriguez,Che Adams,Richarlison,Enes Ünal
Stefano Denswil,CB,Samir Santos,Jorge Pulido,Jerry St. Juste,Paweł Dawidowicz,Amir Rrahmani,Milan Škriniar,Nikola Milenković,Ben White,Mario Hermoso,Fali
Bruno Alves,CB,Scott Dann,José María Giménez,Mouctar Diakhaby,Stefan Mitrović,Matija Nastasić,Óscar Duarte,Germán Pezzella,Jeison Murillo,Vladimir Golemić,Diego Carlos
Christian Kouamé,FW,Sergi Enrich,Jonathan David,Breel Embolo,Lucas Höler,Neal Maupay,Florian Sotoca,Yussuf Poulsen,Ollie Watkins,Felipe Caicedo,Rodrigo Palacio
Miloš Vulić,MF,John McGinn,Edu Expósito,Mikel Rico,Youri Tielemans,Răzvan Marin,Nahitan Nández,Imran Louza,Saša Lukić,Abdoulaye Touré,Roberto Pereyra
Tiemoué Bakayoko,MF,Maxime Gonalons,Nicolas Höfler,Valentin Rongier,Pierre Højbjerg,Boubacar Kamara,Christoph Kramer,Declan Rice,Thomas Delaney,Mahdi Camara,Étienne Capoue
Tobin Heath,AM,Ella Toone,Lauren James,Janine Beckie,Jordan Nobbs,Pernille Harder,Chloe Kelly,Lauren Hemp,Beth Mead,Fran Kirby,Vivianne Miedema
Sofyan Amrabat,MF,Victorien Angban,Gonzalo Villar,Allan,Nampalys Mendy,André Gomes,Haris Belkebla,Marko Rog,Didier Ibrahim Ndong,Jordan Ferri,Christoph Kramer
Gianluca Mancini,CB,Rafael Tolói,Emre Can,Obite N'Dicka,Óscar Mingueza,Bryan Cristante,Berat Djimsiti,Mats Hummels,Marquinhos,Marvin Friedrich,Niklas Süle
Juraj Kucka,MF,Giulio Maggiore,Gaetano Castrovilli,Yangel Herrera,Suat Serdar,Mikel Merino,Weston McKennie,Hicham Boudaoui,Nahitan Nández,Brais Méndez,Christoph Baumgartner
Juraj Kucka,AM,Renaud Ripart,Óscar Plano,Aitor Ruibal,Marc Cucurella,Daniel Caligiuri,Allan Nyom,Édgar Méndez,Jóhann Berg Guðmundsson,Bobby Reid,Miguel Almirón
Francesco Caputo,FW,Luis Suárez,Ciro Immobile,Borja Mayoral,Burak Yılmaz,Paco Alcácer,André Silva,Erling Haaland,Gianluca Lapadula,Romelu Lukaku,Andrea Petagna
Lukáš Haraslín,AM,Lucas Ocampos,Hamed Junior Traorè,Nicola Sansone,Nicolas Pépé,Samuel Chukwueze,Riccardo Orsolini,Denis Bouanga,Ayoze Pérez,Ademola Lookman,Gelson Martins
Soualiho Meïté,MF,Douglas Luiz,Adrien Tameze,Yvan Neyou,Marko Rog,Albin Ekdal,Tomás Rincón,Jaïro Riedewald,Declan Rice,Nicolas Höfler,Alfred Duncan
Matteo Politano,AM,Marco Asensio,Pedro Neto,Federico Bernardeschi,Piotr Zieliński,Hamed Junior Traorè,Pedro,Harvey Barnes,Amine Gouiri,Bukayo Saka,Diego Farias
Romelu Lukaku,FW,André Silva,Edin Džeko,Duván Zapata,Erling Haaland,Zlatan Ibrahimović,Ciro Immobile,Andy Delort,Robert Lewandowski,Andrea Petagna,Karim Benzema
Charalambos Lykogiannis,FB,Darnell Furlong,Lorenzo De Silvestri,Iago,Dan Burn,Luke Thomas,Mathieu Debuchy,Oscar Wendt,Sébastien Corchia,Rober Correa,Peter Pekarík
Matteo Lovato,CB,Joakim Nilsson,Dara O'Shea,Pablo Insua,Keven Schlotterbeck,Julien Laporte,Ivan Radovanović,Cheikhou Kouyaté,Rúben Vezo,Djené,Jesús Vallejo
Gleison Bremer,CB,Alexander Djiku,Maxence Lacroix,Cristian Romero,Giangiacomo Magnani,Romain Saïss,Diego Llorente,Armando Izzo,John Brooks,Mats Hummels,Pascal Struijk
Stefano Okaka,FW,Simeon Nwankwo,Borja Iglesias,Roberto Soldado,M'Bala Nzola,Kasper Dolberg,Boulaye Dia,Mama Samba Baldé,Lois Diony,Krzysztof Piątek,Shon Weissman
Johan Mojica,FB,Alejandro Pozo Pozo,Anthony Caci,Fouad Chafik,Thomas Foket,Noah Katterbach,Mitchell Dijks,Sofiane Alakouch,Sacha Boey,Vincent Le Goff,Bastian Oczipka
Bartosz Bereszyński,FB,Jérôme Hergault,Isaac Carcelen,Hiroki Sakai,Charles Traore,Anderson Lucoqui,Yuto Nagatomo,Damián Suárez,Thomas Foket,Cédric Brunner,Tyrick Mitchell
Arkadiusz Reca,FB,Marius Wolf,Tariq Lamptey,Pol Lirola,Pervis Estupiñán,Danny da Costa,Álex Moreno,Erik Durm,Pablo Maffeo,Alfonso Pedraza,Wilfried Singo
Ignacio Pussetto,FW,Richarlison,Lucas Höler,Danny Ings,Josh Sargent,Eldor Shomurodov,Joelinton,Enes Ünal,Randal Kolo Muani,Yussuf Poulsen,Sergi Guardiola
Simone Iacoponi,CB,Andrea Masiello,Jérémy Morel,Sebastiano Luperto,Dominique Heintz,Robson Bambu,Luca Marrone,Sebastian Walukiewicz,Ben White,Dylan Bronn,Vladimir Golemić
Simone Iacoponi,FB,Mikel Balenziaga,Loris Benito,Juan Cruz Armada,Yuto Nagatomo,Antonio Barragán,Bartosz Bereszyński,Joel Ward,Cédric Brunner,Federico Barba,Aihen Muñoz
Emil Audero,GK,Alessio Cragno,Andreas Luthe,Jaume Doménech,Rafał Gikiewicz,Alban Lafont,Jonas Omlin,Robin Zentner,Jasper Cillessen,Emiliano Martínez,Bartłomiej Drągowski
Davide Biraschi,CB,Ben White,Marco Friedl,Domenico Criscito,Ștefan Radu,Tuta,Koffi Djidji,Dominique Heintz,Chris Basham,Mason Holgate,Simone Iacoponi
Davide Biraschi,FB,Yuto Nagatomo,Mitchell Dijks,Joel Ward,Cédric Brunner,Damián Suárez,Anthony Caci,Bartosz Bereszyński,Vincent Manceau,Jamal Lewis,Alejandro Pozo Pozo
Borja Mayoral,FW,Ciro Immobile,Robert Lewandowski,Terem Moffi,André Silva,Francesco Caputo,Kelechi Iheanacho,Luis Suárez,Jonathan David,Burak Yılmaz,Cristiano Ronaldo
Daam Foulon,FB,Juan Cruz Armada,Mikel Balenziaga,Alfonso Espino,Yuto Nagatomo,Joel Ward,Anderson Lucoqui,Bartosz Bereszyński,Cédric Brunner,Charlie Taylor,Isaac Carcelen
Andreas Pereira,MF,Lorenzo Pellegrini,Florian Wirtz,Rodrigo De Paul,Mason Mount,Kevin De Bruyne,Houssem Aouar,Luis Alberto,Nadiem Amiri,Piotr Zieliński,Christoph Baumgartner
Arturo Vidal,MF,Jude Bellingham,Nicolás Domínguez,Weston McKennie,Pierre Lees-Melou,Leon Goretzka,Giulio Maggiore,Roberto Gagliardini,Adrien Rabiot,Mikel Merino,Xeka
Josip Iličić,FW,Memphis Depay,Wissam Ben Yedder,Iago Aspas,Alexis Sánchez,Paulo Dybala,Dries Mertens,Gerard Moreno,Alassane Pléa,Lionel Messi,Timo Werner
Josip Iličić,AM,Neymar,Lionel Messi,Jadon Sancho,Ángel Di María,Ousmane Dembélé,Lorenzo Insigne,Ruslan Malinovskyi,Adnan Januzaj,Riyad Mahrez,Kylian Mbappé
Nicolò Barella,MF,Manu Trigueros,Kerem Demirbay,Nadiem Amiri,Óliver Torres,Mateusz Klich,Youri Tielemans,Luis Alberto,Lorenzo Pellegrini,Paul Pogba,Mason Mount
Antonio Barreca,FB,Jens Stryger Larsen,Lorenzo Venuti,Fabio Depaoli,Carlos Neva,Ryan Bertrand,Juan Cruz Armada,Peter Pekarík,Dan Burn,Pedro Pereira,George Baldock
Ardian Ismajli,CB,Jan Bednarek,Paul Baysse,Gabriel Paulista,Pablo Marí,Hugo Guillamón,Jorge Meré,Stefan Savić,Adama Soumaoro,Julien Laporte,Víctor Ruiz
Roberto Inglese,FW,Callum Wilson,Roger Martí,Oliver Burke,Álvaro Negredo,Jay Rodriguez,Enes Ünal,Florian Niederlechner,Matěj Vydra,Kévin Gameiro,Darío Benedetto
Alberto Grassi,MF,Josh Brownhill,Lucas Torró,Nemanja Maksimović,Lucas Tousart,John Lundstram,Përparim Hetemaj,Ibrahima Sissoko,Isaac Hayden,Artur Ioniță,Jens Jønsson
Giacomo Raspadori,FW,Jonathan David,Alexandre Lacazette,Neal Maupay,Kelechi Iheanacho,Joaquín Correa,Felipe Caicedo,Borja Mayoral,Antoine Griezmann,Ciro Immobile,Paulo Dybala
Papu Gómez,MF,Houssem Aouar,Piotr Zieliński,David Silva,Nadiem Amiri,Sergio Canales,Kevin De Bruyne,Luis Alberto,Rodrigo De Paul,İlkay Gündoğan,Bernardo Silva
Papu Gómez,FW,Franck Ribéry,Iago Aspas,Amine Gouiri,João Félix,Ondrej Duda,Junior Messias,Ángel Correa,Lucas Pérez,Musa Barrow,Paulo Dybala
Papu Gómez,AM,Piotr Zieliński,Jack Grealish,Lorenzo Insigne,Vincenzo Grifo,Dimitri Payet,Sergio Canales,Hakan Çalhanoğlu,James Rodríguez,Willian,Pedro Neto
Berat Djimsiti,CB,César Azpilicueta,Emre Can,Marcel Halstenberg,Bryan Cristante,Rafael Tolói,Gianluca Mancini,Francesco Acerbi,David Alaba,Matthias Ginter,Marquinhos
Hernani,MF,Elvis Rexhbeçaj,Xaver Schlager,Danny Latza,Yangel Herrera,Nahitan Nández,Mikel Merino,Christoph Baumgartner,Jude Bellingham,Marcos Llorente,Weston McKennie
Ivan Perišić,FB,Silas Wamangituka,Erik Durm,Angeliño,Marius Wolf,Robin Gosens,Darko Lazović,Ashley Young,Yannick Carrasco,Bruno Peres,Jonathan Clauss
Ivan Perišić,AM,Remi Oudin,Jakub Jankto,Bukayo Saka,Renato Steffen,João Pedro,Yoane Wissa,Ruben Vargas,Marcus Thuram,Antonín Barák,Bobby Reid
Paolo Ghiglione,FB,Jérôme Roussillon,Pablo Maffeo,Cristian Ansaldi,Vladimír Coufal,Mohamed Fares,Pedro Pereira,Séamus Coleman,José Luis Gayà,Ludwig Augustinsson,Danny da Costa
Niccolò Zanellato,MF,Lukas Lerager,Tomás Rincón,Tobias Strobl,Tom Davies,Luis Milla,Artur Ioniță,Jack Cork,Yvan Neyou,Victorien Angban,Pedro Chirivella
Samir Handanović,GK,Keylor Navas,Edouard Mendy,Wojciech Szczęsny,David Ospina,Gianluigi Donnarumma,Walter Benítez,Roman Bürki,Bernd Leno,Kasper Schmeichel,David de Gea
Alessandro Bastoni,CB,David Alaba,Francesco Acerbi,Patric,Igor Zubeldia,Marcel Halstenberg,Clément Lenglet,Ștefan Radu,Fabinho,Óscar Mingueza,César Azpilicueta
Ronaldo Vieira,MF,Douglas Luiz,Pedro Mosquera,Luka Milivojević,Unai Vencedor Paris,Miguel Veloso,Pedro Obiang,Uroš Račić,Jon Moncayola,Boubacar Kamara,Oriol Romeu
Roberto Pereyra,MF,Seko Fofana,Florent Mollet,Mikel Rico,Piotr Zieliński,Florian Wirtz,Giacomo Bonaventura,Sergio Canales,Alexis Claude-Maurice,Gaetano Castrovilli,Nadiem Amiri
Roberto Pereyra,AM,Moi Gómez,Emile Smith-Rowe,Matteo Pessina,Ruben Loftus-Cheek,Steven Bergwijn,Eberechi Eze,Alex Iwobi,Jon Morcillo,Jóhann Berg Guðmundsson,Stuart Armstrong
Matteo Pessina,MF,Antonín Barák,Roberto Gagliardini,Gonzalo Melero,Roberto Pereyra,Franck Kessié,Jordan Veretout,Seko Fofana,Houssem Aouar,Christoph Baumgartner,Lorenzo Pellegrini
Matteo Pessina,AM,Antonín Barák,Moi Gómez,Ruben Loftus-Cheek,Bobby Reid,Sofiane Diop,Jóhann Berg Guðmundsson,Roberto Soriano,Ridle Baku,Rubén García,Jonathan Bamba
José Callejón,AM,Jakub Jankto,Rony Lopes,Roberto Torres,Emmanuel Gyasi,Jonathan Ikone,Remi Oudin,Emile Smith-Rowe,Roberto Insigne,João Pedro,Ross Barkley
Juan Jesus,CB,Dominique Heintz,Luiz Felipe,Simone Iacoponi,Jordan Torunarigha,Robson Bambu,Kalidou Koulibaly,Tuta,Presnel Kimpembe,Fikayo Tomori,Sebastiano Luperto
Dušan Vlahović,FW,Jhon Córdoba,Jean-Philippe Mateta,Kevin Lasagna,Alexander Isak,Simone Zaza,Chris Wood,Lucas Alario,Sehrou Guirassy,Hwang Ui-jo,Fabio Quagliarella
Adama Soumaoro,CB,Nico Elvedi,Éder Militão,Loïck Landre,Manuel Gulde,John Boye,Daniel Congré,Vladimir Golemić,Alessio Romagnoli,Romain Thomas,Danilo Larangeira
Maxime Busi,FB,Zeki Çelik,Maximilian Mittelstädt,Stefan Lainer,Álex Moreno,Davide Calabria,Birger Meling,Luke Ayling,Wendell,Matthieu Udol,Adrien Truffert
Lennart-Marten Czyborra,FB,Yuto Nagatomo,Mitchell Dijks,Carlos Neva,Ximo Navarro,Dimitri Foulquier,Mikel Balenziaga,Alejandro Pozo Pozo,Bartosz Bereszyński,Jérôme Hergault,Juan Cruz Armada
Mehdi Léris,AM,Mikkel Damsgaard,Daniel Caligiuri,Ayoze Pérez,Aitor Ruibal,Álex Berenguer,Alexis Saelemaekers,Ridle Baku,Rubén Rochina,Sofiane Diop,Marc Cucurella
Luca Ceppitelli,CB,Daniel Congré,Robin Knoche,Jan Bednarek,Ivan Radovanović,Jérémy Morel,Julien Laporte,Bram Nuytinck,Vladimir Golemić,Eric Dier,Dara O'Shea
Nicola Sansone,AM,Hamed Junior Traorè,Ademola Lookman,Christoph Baumgartner,Nathan Redmond,Álex Berenguer,Lorenzo Pellegrini,Yannick Carrasco,Luiz Araújo,Takefusa Kubo,Rodrygo
Gastón Pereiro,AM,Florian Thauvin,Leon Bailey,Federico Chiesa,James Maddison,Ruslan Malinovskyi,Sadio Mané,Phil Foden,Riyad Mahrez,Henrikh Mkhitaryan,Pedro
William Troost-Ekong,CB,Marcos Mauro López Gutiérrez,Luca Marrone,Pablo Insua,Sebastiano Luperto,Dani Calvo,Pedro Mendes,Conor Coady,Davinson Sánchez,Erick Cabaco,Stefan Savić
Fikayo Tomori,CB,Jonathan Panzo,Yordan Osorio,Bram Nuytinck,Vladimir Golemić,Wout Faes,Senou Coulibaly,Wesley Hoedt,Daniel Congré,Ivan Radovanović,Jason Denayer
Alessandro Deiola,MF,Josh Brownhill,Jon Moncayola,Nemanja Maksimović,Tobias Strobl,Jens Jønsson,Papakouli Diop,Përparim Hetemaj,Ibrahim Amadou,Luka Milivojević,Oliver Norwood
Ricardo Rodríguez,FB,Loris Benito,Takehiro Tomiyasu,Ximo Navarro,Bartosz Bereszyński,Thomas Foket,Mihailo Ristić,Federico Barba,Ola Aina,Jérôme Hergault,Isaac Carcelen
Răzvan Marin,MF,Joan Jordán,Manu Trigueros,Carlos Soler,Nicolò Barella,Mateusz Klich,John McGinn,Luis Milla,Youri Tielemans,Daniel Parejo,Nadiem Amiri
Senad Lulić,FB,Mohamed Fares,Pervis Estupiñán,Danny da Costa,Álex Moreno,Mathías Olivera,Layvin Kurzawa,Arkadiusz Reca,Jérôme Roussillon,Séamus Coleman,Renan Lodi
Davide Zappacosta,FB,Manuel Lazzari,Thomas Delaine,Tariq Lamptey,Achraf Hakimi,Pol Lirola,Sergiño Dest,Bruno Peres,Rayan Aït Nouri,Yannick Carrasco,Marius Wolf
Simeon Nwankwo,FW,Stefano Okaka,Kasper Dolberg,Borja Iglesias,Willian José,Krzysztof Piątek,Roberto Soldado,Mattia Destro,Darío Benedetto,Hwang Ui-jo,Boulaye Dia
João Pedro,FW,Habib Diallo,Willian José,Florian Niederlechner,Che Adams,Jorge Molina,Krzysztof Piątek,José Luis Morales,Andreas Cornelius,Raúl Jiménez,Eldor Shomurodov
João Pedro,AM,Pierre-Emerick Aubameyang,Gaëtan Laborde,José Luis Morales,Anwar El Ghazi,Yoane Wissa,Roland Sallai,Portu,Dodi Lukebakio,Robin Quaison,Richarlison
Rade Krunić,MF,Gylfi Sigurðsson,Davy Klaassen,Hernani,Antonín Barák,Abdoulaye Touré,Abdoulaye Doucouré,Roberto Gagliardini,Mattias Svanberg,Weston McKennie,Carlos Soler
Rade Krunić,AM,Rubén García,Manu Trigueros,Óscar Plano,Josh Brownhill,Tete Morente,Marc Cucurella,Miguel Almirón,Yunus Musah,Antonín Barák,Jean-Paul Boëtius
Valentin Mihaila,AM,José Luis Morales,Anwar El Ghazi,Richarlison,Ferrán Torres,Marcus Thuram,Pierre-Emerick Aubameyang,Mason Greenwood,Roland Sallai,Portu,Musa Barrow
Antonino La Gumina,FW,Mama Samba Baldé,Stefano Okaka,Borja Iglesias,Ángel Rodríguez,Lois Diony,M'Bala Nzola,Boulaye Dia,Stéphane Bahoken,Sergi Enrich,Jaime Mata
